,msa,state,fips,FIPS,CBSA,sex,q7_family_members,NO family,Family Available,usborn1a,q17,q38,party,ideo,qe3,age,educ,hisp,race,relig,income,phoneuse,recage,receduc,racethn,weight
1880,23020,Florida,12131,12131,18880,Female,1 up to 5,0,1,"Yes, born in U.S.",Arkansas,Florida,Republican,Moderate,Not employed,28,High school graduate (Grade 12 or GED certificate),No,White,Christian (VOL.),"$50,000 to under $75,000",Dual/most cell,25-34,HS GRAD,White~H,4.018867925
1881,37460,Florida,12005,12005,37460,Female,6 up to 10,0,1,"Yes, born in U.S.",Virginia,Florida,Democrat,Moderate,Full-time,38,"Some college, no 4-year degree (including associate degree)",Yes,White,Roman Catholic (Catholic),"$30,000 to under $40,000","Dual/few, some cell",35-44,SOME COLL,Hispanic,2.283018868
1882,37460,Florida,12005,12005,37460,Male,1 up to 5,0,1,"Yes, born in U.S.",California,Don't know/Refused,Republican,Conservative,Full-time,48,High school graduate (Grade 12 or GED certificate),Yes,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,LLO,45-54,HS GRAD,Hispanic,2.520833333
1883,0,Florida,12131,12131,18880,Female,More than 20,0,1,"Yes, born in U.S.",New York,Wyoming,Republican,Moderate,Part-time,48,High school incomplete (Grades 9-11),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000","Dual/few, some cell",45-54,LT HS,White~H,4
1884,45220,Florida,12073,12073,45220,Female,11 up to 20,0,1,"Yes, born in U.S.",Missouri,Florida,Independent,Moderate,Part-time,46,High school graduate (Grade 12 or GED certificate),No,White,Nothing in particular,"$100,000 to under $150,000","Dual/few, some cell",45-54,HS GRAD,White~H,4.214285714
1885,37460,Florida,12001,12001,23540,Female,None,1,0,"Yes, born in U.S.",Georgia,Georgia,Independent,Liberal,Part-time,19,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$75,000 to under $100,000",CPO,18-24,SOME COLL,White~H,2.979166667
1886,37980,New Jersey,34007,34007,37980,Female,None,1,0,"No, some other country",,Delaware,Democrat,Moderate,Not employed,40,High school graduate (Grade 12 or GED certificate),No,Black,Nothing in particular,"$50,000 to under $75,000","Dual/few, some cell",35-44,HS GRAD,Black~H,6.071428571
1887,37980,New Jersey,34007,34007,37980,Female,More than 20,0,1,"Yes, born in U.S.",Pennsylvania,New Jersey,Independent,Liberal,Not employed,59,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),"$50,000 to under $75,000","Dual/few, some cell",55-64,SOME COLL,White~H,1.714285714
1888,37980,Pennsylvania,42017,42017,37980,Male,1 up to 5,0,1,"Yes, born in U.S.",New Jersey,North Carolina,Independent,Don't know/Refused,Full-time,23,High school graduate (Grade 12 or GED certificate),No,White,Nothing in particular,"$50,000 to under $75,000",CPO,18-24,HS GRAD,White~H,4.716981132
1889,37980,New Jersey,34007,34007,37980,Female,6 up to 10,0,1,"Yes, born in U.S.",New Jersey,Delaware,Independent,Liberal,Full-time,26,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Roman Catholic (Catholic),"$50,000 to under $75,000","Dual/few, some cell",25-34,COLLEGE+,White~H,4.716981132
1890,37980,New Jersey,34007,34007,37980,Female,6 up to 10,0,1,"Yes, born in U.S.",New Jersey,South Carolina,Republican,Very conservative,Part-time,49,"Technical, trade, or vocational school AFTER high school",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$40,000 to under $50,000",LLO,45-54,HS GRAD,White~H,4.622641509
1891,37980,New Jersey,34007,34007,37980,Male,6 up to 10,0,1,"Yes, born in U.S.",Pennsylvania,North Carolina,Independent,Moderate,Not employed,53,"College graduate (B.S., B.A., or other 4-year degree)",No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000",Dual/most cell,45-54,COLLEGE+,Black~H,1.375
1892,41740,California,6073,06073,41740,Female,None,1,0,"Yes, born in U.S.",Michigan,New Jersey,Democrat,Moderate,Not employed,76,High school graduate (Grade 12 or GED certificate),No,White,Roman Catholic (Catholic),"$10,000 to under $20,000","Dual/few, some cell",65+,HS GRAD,White~H,5
1893,41740,California,6073,06073,41740,Female,1 up to 5,0,1,"No, some other country",,California,Republican,Moderate,Full-time,50,"Some college, no 4-year degree (including associate degree)",No,Asian,Nothing in particular,"$50,000 to under $75,000","Dual/few, some cell",45-54,SOME COLL,Other,2.339622642
1894,17140,Kentucky,21117,21117,17140,Female,11 up to 20,0,1,"Yes, born in U.S.",Kentucky,Florida,Democrat,Moderate,Full-time,62,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Roman Catholic (Catholic),"$30,000 to under $40,000","Dual/few, some cell",55-64,COLLEGE+,White~H,1.320754717
1895,17140,Kentucky,21117,21117,17140,Male,1 up to 5,0,1,"Yes, born in U.S.",Kentucky,Don't know/Refused,Independent,Conservative,Full-time,40,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Roman Catholic (Catholic),"$75,000 to under $100,000","Dual/few, some cell",35-44,COLLEGE+,White~H,2.245283019
1896,17140,Kentucky,21015,21015,17140,Female,11 up to 20,0,1,"Yes, born in U.S.",Kentucky,Florida,Republican,Moderate,Full-time,55,High school graduate (Grade 12 or GED certificate),No,White,Roman Catholic (Catholic),"$20,000 to under $30,000","Dual/few, some cell",55-64,HS GRAD,White~H,3.125
1897,30460,Kentucky,21067,21067,30460,Female,11 up to 20,0,1,"Yes, born in U.S.",Kentucky,Virginia,Don't know/Refused,Moderate,Full-time,61,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Nothing in particular,"$150,000 or more","Dual/few, some cell",55-64,COLLEGE+,White~H,1.458333333
1898,30460,Kentucky,21113,21113,30460,Female,None,1,0,"Yes, born in U.S.",North Carolina,Kentucky,Independent,Conservative,Part-time,37,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,"Orthodox (Greek, Russian, or some other orthodox church)","$30,000 to under $40,000","Dual/few, some cell",35-44,COLLEGE+,White~H,1.833333333
1899,0,Kentucky,21151,21151,40080,Male,6 up to 10,0,1,"Yes, born in U.S.",Kentucky,Indiana,Democrat,Moderate,Not employed,56,High school incomplete (Grades 9-11),No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,CPO,55-64,LT HS,Black~H,4.471698113
1900,25540,Connecticut,9003,09003,25540,Male,6 up to 10,0,1,"Yes, born in U.S.",Connecticut,California,Independent,Conservative,Full-time,35,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$100,000 to under $150,000",Dual/most cell,35-44,COLLEGE+,White~H,1.604166667
1901,25540,Connecticut,9003,09003,25540,Female,6 up to 10,0,1,"Yes, born in U.S.",Connecticut,Connecticut,Democrat,Very liberal,Not employed,55,"None, or grade 1-8",No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000","Dual/few, some cell",55-64,LT HS,Black~H,4.716981132
1902,35980,Connecticut,9011,09011,35980,Male,None,1,0,"Yes, born in U.S.",Michigan,New York,Independent,Conservative,Full-time,40,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Nothing in particular,"$100,000 to under $150,000","Dual/few, some cell",35-44,COLLEGE+,White~H,3.142857143
1903,35980,Connecticut,9011,09011,35980,Female,1 up to 5,0,1,"Yes, born in U.S.",Connecticut,Connecticut,Democrat,Moderate,Not employed,81,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Nothing in particular,"$10,000 to under $20,000","Dual/few, some cell",65+,COLLEGE+,White~H,1.6875
1904,25540,Connecticut,9003,09003,25540,Male,1 up to 5,0,1,"Yes, born in U.S.",Iowa,Connecticut,Independent,Moderate,Full-time,75,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$150,000 or more","Dual/few, some cell",65+,COLLEGE+,White~H,1.150943396
1905,0,Connecticut,9015,09015,49340,Male,11 up to 20,0,1,"Yes, born in U.S.",Connecticut,California,Independent,Moderate,Full-time,51,"Some college, no 4-year degree (including associate degree)",No,White,Nothing in particular,"$150,000 or more",Dual/most cell,45-54,SOME COLL,White~H,1.41509434
1906,35980,Connecticut,9011,09011,35980,Female,6 up to 10,0,1,"Yes, born in U.S.",Connecticut,Maine,Independent,Moderate,Full-time,Don't know/Refused,"College graduate (B.S., B.A., or other 4-year degree)",No,Other or mixed race (SPECIFY),Nothing in particular,"$50,000 to under $75,000","Dual/few, some cell",,COLLEGE+,Other,2.9375
1907,25540,Connecticut,9003,09003,25540,Male,1 up to 5,0,1,"Yes, born in U.S.",Pennsylvania,Florida,Independent,Moderate,Full-time,31,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Roman Catholic (Catholic),"$150,000 or more",Dual/most cell,25-34,COLLEGE+,White~H,2.047619048
1908,25540,Connecticut,9003,09003,25540,Male,1 up to 5,0,1,"No, some other country",,Florida,Independent,Moderate,Full-time,24,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),"Less than $10,000",Dual/most cell,18-24,SOME COLL,White~H,3.166666667
1909,25540,Connecticut,9003,09003,25540,Female,1 up to 5,0,1,"Yes, born in U.S.",Connecticut,Connecticut,Independent,Moderate,Not employed,84,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),Don't know/Refused,"Dual/few, some cell",65+,SOME COLL,White~H,1.791666667
1910,25540,Connecticut,9003,09003,25540,Male,6 up to 10,0,1,"Yes, born in U.S.",Connecticut,Connecticut,Democrat,Moderate,Not employed,53,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$10,000 to under $20,000",Dual/most cell,45-54,HS GRAD,White~H,2.509433962
1911,25540,Florida,12071,12071,15980,Female,1 up to 5,0,1,"Yes, born in U.S.",Alabama,Florida,Democrat,Moderate,Not employed,68,High school graduate (Grade 12 or GED certificate),No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$40,000 to under $50,000","Dual/few, some cell",65+,HS GRAD,Black~H,2.416666667
1912,29460,Florida,12105,12105,29460,Female,11 up to 20,0,1,"Yes, born in U.S.",Hawaii,North Carolina,Republican,Conservative,Full-time,41,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$20,000 to under $30,000","Dual/few, some cell",35-44,SOME COLL,White~H,2
1913,29460,Florida,12105,12105,29460,Male,11 up to 20,0,1,"Yes, born in U.S.",Tennessee,Florida,Republican,Conservative,Full-time,Don't know/Refused,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,Dual/most cell,,COLLEGE+,White~H,1
1914,43900,South Carolina,45083,45083,43900,Male,More than 20,0,1,"Yes, born in U.S.",South Carolina,Alaska,Independent,Very conservative,Full-time,42,"Technical, trade, or vocational school AFTER high school",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$20,000 to under $30,000",CPO,35-44,HS GRAD,White~H,5.428571429
1915,24860,South Carolina,45045,45045,24860,Male,1 up to 5,0,1,"Yes, born in U.S.",South Carolina,South Carolina,Republican,Very conservative,Not employed,85,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,"Dual/few, some cell",65+,COLLEGE+,White~H,1.333333333
1916,24860,South Carolina,45045,45045,24860,Female,More than 20,0,1,"Yes, born in U.S.",South Carolina,South Carolina,Republican,Very conservative,Full-time,Don't know/Refused,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$40,000 to under $50,000","Dual/few, some cell",,COLLEGE+,White~H,2.357142857
1917,11340,South Carolina,45007,45007,24860,Male,None,1,0,"Yes, born in U.S.",Georgia,Georgia,Independent,Moderate,Not employed,66,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$20,000 to under $30,000","Dual/few, some cell",65+,HS GRAD,White~H,2.104166667
1918,24860,South Carolina,45045,45045,24860,Female,1 up to 5,0,1,"Yes, born in U.S.",Virginia,Virginia,Republican,Conservative,Full-time,Don't know/Refused,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Roman Catholic (Catholic),Don't know/Refused,Dual/most cell,,COLLEGE+,White~H,1.145833333
1919,24860,South Carolina,45077,45077,24860,Female,None,1,0,"Yes, born in U.S.",Illinois,South Carolina,Republican,Conservative,Full-time,49,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$10,000 to under $20,000","Dual/few, some cell",45-54,COLLEGE+,White~H,1.433962264
1920,24860,South Carolina,45083,45083,43900,Female,More than 20,0,1,"Yes, born in U.S.",South Carolina,South Carolina,Democrat,Conservative,Full-time,42,"Some college, no 4-year degree (including associate degree)",No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$40,000 to under $50,000",CPO,35-44,SOME COLL,Black~H,2
1921,43900,South Carolina,45083,45083,43900,Female,More than 20,0,1,"Yes, born in U.S.",South Carolina,Florida,Republican,Liberal,Not employed,61,High school incomplete (Grades 9-11),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,"Dual/few, some cell",55-64,LT HS,White~H,3.976190476
1922,43900,South Carolina,45083,45083,43900,Female,1 up to 5,0,1,"Yes, born in U.S.",South Carolina,North Carolina,Independent,Moderate,Full-time,28,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$75,000 to under $100,000","Dual/few, some cell",25-34,COLLEGE+,White~H,2.875
1923,24860,South Carolina,45059,45059,24860,Female,1 up to 5,0,1,"Yes, born in U.S.",South Carolina,South Carolina,Independent,Moderate,Full-time,30,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000",Dual/most cell,25-34,SOME COLL,White~H,2.104166667
1924,0,South Carolina,45021,45021,23500,Male,None,1,0,"Yes, born in U.S.",West Virginia,Hawaii,Democrat,Moderate,Not employed,59,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000",Dual/most cell,55-64,SOME COLL,White~H,1.283018868
1925,24860,South Carolina,45077,45077,24860,Female,1 up to 5,0,1,"Yes, born in U.S.",South Carolina,Don't know/Refused,Don't know/Refused,Don't know/Refused,Not employed,Don't know/Refused,"None, or grade 1-8",No,Don't know/Refused,Don't know/Refused,Don't know/Refused,"Dual/few, some cell",,LT HS,,2.6875
1926,11340,South Carolina,45007,45007,24860,Male,11 up to 20,0,1,"Yes, born in U.S.",South Carolina,South Carolina,Republican,Very conservative,Full-time,39,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$100,000 to under $150,000","Dual/few, some cell",35-44,SOME COLL,White~H,3.238095238
1927,0,South Carolina,45073,45073,42860,Male,More than 20,0,1,"Yes, born in U.S.",Ohio,Ohio,Democrat,Very conservative,Full-time,25,"Some college, no 4-year degree (including associate degree)",No,Black,Christian (VOL.),"$10,000 to under $20,000",Dual/most cell,25-34,SOME COLL,Black~H,1.471698113
1928,24860,South Carolina,45045,45045,24860,Female,6 up to 10,0,1,"Yes, born in U.S.",South Carolina,South Carolina,Independent,Moderate,Part-time,58,High school incomplete (Grades 9-11),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","Less than $10,000","Dual/few, some cell",55-64,LT HS,White~H,4.708333333
1929,43900,South Carolina,45083,45083,43900,Male,11 up to 20,0,1,"Yes, born in U.S.",South Carolina,Florida,Republican,Liberal,Full-time,41,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$75,000 to under $100,000",Dual/most cell,35-44,HS GRAD,White~H,2.895833333
1930,28940,Tennessee,47009,47009,28940,Female,6 up to 10,0,1,"No, some other country",,Tennessee,Independent,Conservative,Not employed,76,"College graduate (B.S., B.A., or other 4-year degree)",Yes,White,Roman Catholic (Catholic),"$100,000 to under $150,000","Dual/few, some cell",65+,COLLEGE+,Hispanic,1.19047619
1931,28940,Tennessee,47093,47093,28940,Female,None,1,0,"Yes, born in U.S.",New York,California,Independent,Moderate,Not employed,42,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Nothing in particular,"$150,000 or more","Dual/few, some cell",35-44,COLLEGE+,White~H,2.4375
1932,28940,Tennessee,47009,47009,28940,Male,11 up to 20,0,1,"Yes, born in U.S.",Alabama,Florida,Independent,Conservative,Full-time,33,High school graduate (Grade 12 or GED certificate),No,White,Nothing in particular,"$30,000 to under $40,000",CPO,25-34,HS GRAD,White~H,4.642857143
1933,28940,Tennessee,47001,47001,28940,Male,None,1,0,"Yes, born in U.S.",South Carolina,Wisconsin,Independent,Moderate,Full-time,35,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Don't know/Refused,Don't know/Refused,"Dual/few, some cell",35-44,COLLEGE+,White~H,1.981132075
1934,28940,Tennessee,47093,47093,28940,Female,1 up to 5,0,1,"Yes, born in U.S.",Kentucky,Kentucky,Republican,Conservative,Not employed,71,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,"Dual/few, some cell",65+,COLLEGE+,White~H,1
1935,28940,Tennessee,47093,47093,28940,Male,None,1,0,"Yes, born in U.S.",Pennsylvania,Pennsylvania,Independent,Moderate,Full-time,24,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Don't know/Refused,"$20,000 to under $30,000",Dual/most cell,18-24,COLLEGE+,White~H,1.523809524
1936,28940,Tennessee,47093,47093,28940,Female,More than 20,0,1,"Yes, born in U.S.",Tennessee,Pennsylvania,Independent,Moderate,Not employed,60,"Technical, trade, or vocational school AFTER high school",No,White,Don't know/Refused,"$20,000 to under $30,000","Dual/few, some cell",55-64,HS GRAD,White~H,4.095238095
1937,28940,Tennessee,47093,47093,28940,Female,None,1,0,"Yes, born in U.S.",Ohio,Tennessee,Independent,Moderate,Full-time,54,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$75,000 to under $100,000","Dual/few, some cell",45-54,COLLEGE+,White~H,2.5
1938,0,Tennessee,47145,47145,28940,Male,1 up to 5,0,1,"Yes, born in U.S.",Ohio,Colorado,Independent,Moderate,Not employed,72,High school graduate (Grade 12 or GED certificate),No,Other or mixed race (SPECIFY),"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,"Dual/few, some cell",65+,HS GRAD,Other,4.619047619
1939,28940,Tennessee,47105,47105,28940,Female,11 up to 20,0,1,"Yes, born in U.S.",Tennessee,Tennessee,Republican,Conservative,Full-time,41,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000","Dual/few, some cell",35-44,HS GRAD,White~H,4.642857143
1940,28940,Tennessee,47155,47155,42940,Male,1 up to 5,0,1,"Yes, born in U.S.",Tennessee,Tennessee,Republican,Moderate,Not employed,70,"None, or grade 1-8",Don't know/Refused,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,"Dual/few, some cell",65+,LT HS,White~H,4.047619048
1941,28940,Tennessee,47009,47009,28940,Female,More than 20,0,1,"Yes, born in U.S.",Tennessee,Tennessee,Independent,Moderate,Part-time,37,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$100,000 to under $150,000",Dual/most cell,35-44,COLLEGE+,White~H,1.041666667
1942,28940,Tennessee,47105,47105,28940,Female,1 up to 5,0,1,"Yes, born in U.S.",Tennessee,Alabama,Independent,Conservative,Full-time,59,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000","Dual/few, some cell",55-64,SOME COLL,White~H,1.0625
1943,0,Arkansas,5039,05039,#N/A,Male,1 up to 5,0,1,"Yes, born in U.S.",Louisiana,Arkansas,Democrat,Very conservative,Full-time,66,"None, or grade 1-8",No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,LLO,65+,LT HS,Black~H,2.583333333
1944,0,Arkansas,5005,05005,34260,Female,1 up to 5,0,1,"Yes, born in U.S.",Illinois,Arkansas,Republican,Conservative,Not employed,82,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$20,000 to under $30,000",LLO,65+,HS GRAD,White~H,2.1875
1945,0,Arkansas,5123,05123,22620,Male,1 up to 5,0,1,"Yes, born in U.S.",Mississippi,Mississippi,Democrat,Moderate,Not employed,60,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$40,000 to under $50,000",Dual/most cell,55-64,COLLEGE+,Black~H,1
1946,38220,Arkansas,5069,05069,38220,Female,None,1,0,"Yes, born in U.S.",Arkansas,Hawaii,Don't know/Refused,Don't know/Refused,Not employed,92,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$150,000 or more",LLO,65+,SOME COLL,White~H,1
1947,0,Arkansas,5133,05133,#N/A,Male,6 up to 10,0,1,"Yes, born in U.S.",Arkansas,Arkansas,Independent,Conservative,Full-time,55,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000","Dual/few, some cell",55-64,SOME COLL,White~H,2.119047619
1948,27860,Arkansas,5111,05111,27860,Male,6 up to 10,0,1,"Yes, born in U.S.",Arkansas,New York,Independent,Very liberal,Part-time,22,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000",Dual/most cell,18-24,SOME COLL,White~H,3
1949,0,Arkansas,5063,05063,12900,Male,More than 20,0,1,"Yes, born in U.S.",Mississippi,Arkansas,Democrat,Don't know/Refused,Not employed,28,High school graduate (Grade 12 or GED certificate),No,White,Something else (VOL. SPECIFY),"Less than $10,000","Dual/few, some cell",25-34,HS GRAD,White~H,3.833333333
1950,27860,Arkansas,5031,05031,27860,Female,6 up to 10,0,1,"Yes, born in U.S.",Arkansas,Arizona,Democrat,Conservative,Not employed,85,High school incomplete (Grades 9-11),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","Less than $10,000",LLO,65+,LT HS,White~H,3.291666667
1951,32820,Tennessee,47157,47157,32820,Male,More than 20,0,1,"Yes, born in U.S.",Wisconsin,Don't know/Refused,Don't know/Refused,Don't know/Refused,Full-time,31,"College graduate (B.S., B.A., or other 4-year degree)",No,Black,Nothing in particular,"$150,000 or more","Dual/few, some cell",25-34,COLLEGE+,Black~H,2.261904762
1952,32820,Georgia,13121,13121,12060,Male,1 up to 5,0,1,"No, some other country",,Don't know/Refused,Independent,Liberal,Full-time,20,High school incomplete (Grades 9-11),No,Asian,Muslim (Islam),"$10,000 to under $20,000","Dual/few, some cell",18-24,LT HS,Other,5.5
1953,32820,Tennessee,47167,47167,32820,Male,1 up to 5,0,1,"Yes, born in U.S.",Tennessee,Georgia,Democrat,Moderate,Part-time,50,High school graduate (Grade 12 or GED certificate),No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$10,000 to under $20,000","Dual/few, some cell",45-54,HS GRAD,Black~H,2.476190476
1954,32820,Mississippi,28093,28093,32820,Female,None,1,0,"Yes, born in U.S.",Tennessee,Tennessee,Don't know/Refused,Conservative,Full-time,27,High school incomplete (Grades 9-11),No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","Less than $10,000",CPO,25-34,LT HS,Black~H,6.071428571
1955,32820,Mississippi,28033,28033,32820,Female,None,1,0,"Yes, born in U.S.",Louisiana,Louisiana,Republican,Conservative,Full-time,52,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),"$50,000 to under $75,000",Dual/most cell,45-54,SOME COLL,White~H,1.301886792
1956,32820,Tennessee,47157,47157,32820,Female,More than 20,0,1,"Yes, born in U.S.",Tennessee,California,Independent,Moderate,Not employed,20,High school graduate (Grade 12 or GED certificate),No,Black,Nothing in particular,"$20,000 to under $30,000",CPO,18-24,HS GRAD,Black~H,3.291666667
1957,32820,Tennessee,47157,47157,32820,Female,11 up to 20,0,1,"Yes, born in U.S.",Tennessee,Wisconsin,Democrat,Moderate,Full-time,26,"College graduate (B.S., B.A., or other 4-year degree)",No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$20,000 to under $30,000","Dual/few, some cell",25-34,COLLEGE+,Black~H,2.857142857
